VirginiaTech,-4.37026103218
UtahValley,-4.42995348457
Siena,-4.46051301476
SantaBarbara,-4.49654456261
Pacific,-4.51557737336
CSFullerton,-4.53500692771
NorthTexas,-4.71407225453
SEMissouriSt,-4.72212843356
UNLV,-4.72737852101
WCarolina,-4.79492085179
Drexel,-4.8168853932
CalPolySLO,-4.8636635755
Rider,-4.8936287569
Tulane,-4.8940795466
BostonUniv,-4.96243996771
UTSanAntonio,-4.98991250952
UTArlington,-5.09818084588
SouthDakota,-5.10449830278
EastCarolina,-5.11741459731
SantaClara,-5.11918303613
Davidson,-5.17919921875
WKentucky,-5.22765701509
FloridaSt,-5.25990660025
Howard,-5.31917073836
ILChicago,-5.33391181303
NEOmaha,-5.35014177344
LongIsland,-5.48334736747
DelawareSt,-5.51581332605
WeberSt,-5.52625577502
NJIT,-5.58241707506
TAMC.Christi,-5.71463917631
LongBeachSt,-5.80060564597
FDickinson,-5.8162292241
Manhattan,-5.86344991916
MurraySt,-5.90306668167
Bucknell,-5.94344934066
Tennessee,-5.97585400741
Princeton,-6.0033542318
Stetson,-6.0506817177
StFrancisNY,-6.06385154997
WIllinois,-6.11055786608
MTSU,-6.2540867209
Citadel,-6.31902639085
ULL,-6.32072966599
JamesMadison,-6.35200295165
Memphis,-6.35780790993
NorthFlorida,-6.37803426183
EIllinois,-6.38161443842
Edwardsville,-6.4147312519
AppalachianSt,-6.47527642962
StFrancisPA,-6.54240798382
UNCGreensboro,-6.5495129818
Kansas,-6.5787305697
JacksonSt,-6.64020401908
VMI,-6.65839570516
Oakland,-6.66018492695
Samford,-6.82069461599
GrandCanyon,-6.85234481473
SouthAlabama,-6.86850512425
HoustonBap,-6.98107412401
IUPUI,-6.98496746155
LoyMarymount,-7.03744024759
MorganSt,-7.04143793553
SFAustin,-7.14227069701
MiamiOH,-7.19999163589
GeorgeMason,-7.20306875934
Seattle,-7.45033658779
NorfolkSt,-7.47792455144
Hampton,-7.59301665028
WashingtonSt,-7.59477568181
Brown,-7.63934849014
Liberty,-7.68317383763
Niagara,-7.69730077832
AustinPeay,-7.70303459805
NorthernArizona,-7.70423173228
NKentucky,-7.76073259566
Missouri,-7.81496269429
AlabamaSt,-7.88138135931
NCCentral,-7.94519437344
FLAtlantic,-7.95567105037
Dartmouth,-7.96187572557
CoastalCar,-8.023484001
Auburn,-8.09876272526
Loyola-Chicago,-8.11301900992
SacredHeart,-8.27474637971
NDakotaSt,-8.32707559782
Penn,-8.33316870933
NColorado,-8.37711716773
MtStMary's,-8.48597466163
NCA&T,-8.51315026919
Marist,-8.58379335453
Drake,-8.70278299395
FresnoSt,-8.75664177071
Troy,-8.76179493188
Lamar,-8.90676368163
CSSacramento,-9.03069627071
NewOrleans,-9.0840974999
Rutgers,-9.12508845808
Lehigh,-9.20128827754
Fordham,-9.2709634099
AlabamaA&M,-9.51587814549
OralRoberts,-9.63641451624
SavannahSt,-9.73924169
JacksonvilleSt,-9.96865104629
TXSouthern,-9.9766063138
Longwood,-10.109763781
CentralConn,-10.1815451991
ArkPineBluff,-10.2834022534
PrairieView,-10.3176662049
LoyolaMD,-10.4018033331
SanJoseSt,-10.5211818024
UMBC,-10.6647543634
MDEShore,-10.6872219736
Fairfield,-10.813429771
IdahoSt,-10.953004948
Chattanooga,-11.0620586896
SELouisiana,-11.4648985674
Delaware,-11.7932941514
Bethune-Cookman,-12.0508895961
Kennesaw,-12.2151513874
CentArkansas,-12.2587604523
AlcornSt,-12.7131230395
Lipscomb,-12.723745264
SouthernUniv,-12.8133936564
SouthernUtah,-12.9096311871
Furman,-13.1556573245
Navy,-13.1713394926
RobertMorris,-13.4437126213
Binghamton,-13.548015194
NichollsSt,-13.9587253696
Wagner,-14.1287630025
SCarolinaSt,-14.3306733689
UCRiverside,-14.4746138672
Campbell,-14.6442180007
Jacksonville,-15.0136505581
ChicagoSt,-15.1183603402
FloridaA&M,-15.3570207947
NorthwesternLA,-15.6879211816
MontanaSt,-15.7851798198
Maine,-16.1154713644
TennesseeSt,-20.7770807802
Presbyterian,-21.2432445339
AbileneChr,-21.5621753905
McNeeseSt,-23.1234248864
CoppinSt,-23.4653201795
MSValleySt,-24.8586806757
Grambling,-29.4710136064
